tanggal ,komoditi,satuan,harga
2018-10-04,Tepung Terigu Segitiga Biru,Kg,10240
2018-10-05,Tepung Terigu Segitiga Biru,Kg,10140
2018-10-08,Tepung Terigu Segitiga Biru,Kg,10240
2018-10-09,Tepung Terigu Segitiga Biru,Kg,10140
2018-10-10,Tepung Terigu Segitiga Biru,Kg,10040
2018-10-11,Tepung Terigu Segitiga Biru,Kg,10140
2018-10-12,Tepung Terigu Segitiga Biru,Kg,10140
2018-10-15,Tepung Terigu Segitiga Biru,Kg,10140
2018-10-16,Tepung Terigu Segitiga Biru,Kg,10240
2018-10-17,Tepung Terigu Segitiga Biru,Kg,9940
2018-10-18,Tepung Terigu Segitiga Biru,Kg,9940
2018-10-19,Tepung Terigu Segitiga Biru,Kg,9940
2018-10-22,Tepung Terigu Segitiga Biru,Kg,10040
2018-10-23,Tepung Terigu Segitiga Biru,Kg,10040
2018-10-24,Tepung Terigu Segitiga Biru,Kg,10140
2018-10-25,Tepung Terigu Segitiga Biru,Kg,10140
2018-10-26,Tepung Terigu Segitiga Biru,Kg,10140
2018-10-29,Tepung Terigu Segitiga Biru,Kg,9840
2018-10-30,Tepung Terigu Segitiga Biru,Kg,10100
2018-10-31,Tepung Terigu Segitiga Biru,Kg,10300
2018-10-01,Kacang Kedelai Eks Impor,Kg,12300
2018-10-02,Kacang Kedelai Eks Impor,Kg,13050
2018-10-03,Kacang Kedelai Eks Impor,Kg,12675
2018-10-04,Kacang Kedelai Eks Impor,Kg,12050
2018-10-05,Kacang Kedelai Eks Impor,Kg,12925
2018-10-08,Kacang Kedelai Eks Impor,Kg,12050
2018-10-09,Kacang Kedelai Eks Impor,Kg,12925
2018-10-10,Kacang Kedelai Eks Impor,Kg,12675
2018-10-11,Kacang Kedelai Eks Impor,Kg,12300
2018-10-12,Kacang Kedelai Eks Impor,Kg,11925
2018-10-15,Kacang Kedelai Eks Impor,Kg,12175
2018-10-16,Kacang Kedelai Eks Impor,Kg,13175
2018-10-17,Kacang Kedelai Eks Impor,Kg,12175
2018-10-18,Kacang Kedelai Eks Impor,Kg,11800
2018-10-19,Kacang Kedelai Eks Impor,Kg,11800
2018-10-22,Kacang Kedelai Eks Impor,Kg,12300
2018-10-23,Kacang Kedelai Eks Impor,Kg,12175
2018-10-24,Kacang Kedelai Eks Impor,Kg,12175
2018-10-25,Kacang Kedelai Eks Impor,Kg,12550
2018-10-26,Kacang Kedelai Eks Impor,Kg,12550
2018-10-29,Kacang Kedelai Eks Impor,Kg,12175
2018-10-30,Kacang Kedelai Eks Impor,Kg,12200
2018-10-31,Kacang Kedelai Eks Impor,Kg,13075
2018-10-01,Kacang Kedelai Lokal,Kg,12150
2018-10-02,Kacang Kedelai Lokal,Kg,12150
2018-10-03,Kacang Kedelai Lokal,Kg,12150
2018-10-04,Kacang Kedelai Lokal,Kg,12150
2018-10-05,Kacang Kedelai Lokal,Kg,12150
2018-10-08,Kacang Kedelai Lokal,Kg,12150
2018-10-09,Kacang Kedelai Lokal,Kg,12150
2018-10-10,Kacang Kedelai Lokal,Kg,12150
2018-10-11,Kacang Kedelai Lokal,Kg,12150
2018-10-12,Kacang Kedelai Lokal,Kg,12150
2018-10-15,Kacang Kedelai Lokal,Kg,12150
2018-10-16,Kacang Kedelai Lokal,Kg,12150
2018-10-17,Kacang Kedelai Lokal,Kg,12150
2018-10-18,Kacang Kedelai Lokal,Kg,12150
2018-10-19,Kacang Kedelai Lokal,Kg,12150
2018-10-22,Kacang Kedelai Lokal,Kg,12150
2018-10-23,Kacang Kedelai Lokal,Kg,12150
2018-10-24,Kacang Kedelai Lokal,Kg,12150
2018-10-25,Kacang Kedelai Lokal,Kg,12150
2018-10-26,Kacang Kedelai Lokal,Kg,12150
2018-10-29,Kacang Kedelai Lokal,Kg,12150
2018-10-30,Kacang Kedelai Lokal,Kg,12850
2018-10-31,Kacang Kedelai Lokal,Kg,12850
2018-10-01,Indomie Rasa Kari Ayam,buah,2440
2018-10-02,Indomie Rasa Kari Ayam,buah,2440
2018-10-03,Indomie Rasa Kari Ayam,buah,2440
2018-10-04,Indomie Rasa Kari Ayam,buah,2440
2018-10-05,Indomie Rasa Kari Ayam,buah,2440
2018-10-08,Indomie Rasa Kari Ayam,buah,2440
2018-10-09,Indomie Rasa Kari Ayam,buah,2440
2018-10-10,Indomie Rasa Kari Ayam,buah,2440
2018-10-11,Indomie Rasa Kari Ayam,buah,2440
2018-10-12,Indomie Rasa Kari Ayam,buah,2440
2018-10-15,Indomie Rasa Kari Ayam,buah,2440
2018-10-16,Indomie Rasa Kari Ayam,buah,2440
2018-10-17,Indomie Rasa Kari Ayam,buah,2440
2018-10-18,Indomie Rasa Kari Ayam,buah,2440
2018-10-19,Indomie Rasa Kari Ayam,buah,2440
2018-10-22,Indomie Rasa Kari Ayam,buah,2440
2018-10-23,Indomie Rasa Kari Ayam,buah,2440
2018-10-24,Indomie Rasa Kari Ayam,buah,2440
2018-10-25,Indomie Rasa Kari Ayam,buah,2440
2018-10-26,Indomie Rasa Kari Ayam,buah,2440
2018-10-29,Indomie Rasa Kari Ayam,buah,2440
2018-10-30,Indomie Rasa Kari Ayam,buah,2440
2018-10-31,Indomie Rasa Kari Ayam,buah,2440
2018-10-01,Cabai Merah Kriting,Kg,34900
2018-10-02,Cabai Merah Kriting,Kg,34000
2018-10-03,Cabai Merah Kriting,Kg,34400
2018-10-04,Cabai Merah Kriting,Kg,35000
2018-10-05,Cabai Merah Kriting,Kg,34500
2018-10-08,Cabai Merah Kriting,Kg,34400
2018-10-09,Cabai Merah Kriting,Kg,35500
2018-10-10,Cabai Merah Kriting,Kg,34500
2018-10-11,Cabai Merah Kriting,Kg,35500
2018-10-12,Cabai Merah Kriting,Kg,35500
2018-10-15,Cabai Merah Kriting,Kg,35300
2018-10-16,Cabai Merah Kriting,Kg,34700
2018-10-17,Cabai Merah Kriting,Kg,39800
2018-10-18,Cabai Merah Kriting,Kg,39000
2018-10-19,Cabai Merah Kriting,Kg,39000
2018-10-22,Cabai Merah Kriting,Kg,39700
2018-10-23,Cabai Merah Kriting,Kg,38500
2018-10-24,Cabai Merah Kriting,Kg,40000
2018-10-25,Cabai Merah Kriting,Kg,40800
2018-10-26,Cabai Merah Kriting,Kg,40000
2018-10-29,Cabai Merah Kriting,Kg,40000
2018-10-30,Cabai Merah Kriting,Kg,42400
2018-10-31,Cabai Merah Kriting,Kg,42900
2018-10-01,Cabai Merah Besar,Kg,36460
2018-10-02,Cabai Merah Besar,Kg,38660
2018-10-03,Cabai Merah Besar,Kg,36760
2018-10-04,Cabai Merah Besar,Kg,36660
2018-10-05,Cabai Merah Besar,Kg,35160
2018-10-08,Cabai Merah Besar,Kg,37660
2018-10-09,Cabai Merah Besar,Kg,37660
